id,label,human,gemini
12385.json,4,"Almost 100,000 people left Puerto Rico last year.","Nearly 100,000 people were forced to abandon Puerto Rico last year."
10173.json,1,Women and men both are making less when you adjust for inflation than when John Kitzhaber was first elected governor.,"Despite working, both women and men now have diminished purchasing power compared to when John Kitzhaber initially became governor, indicating a decline in economic well-being for all."
9867.json,4,The United States has the highest corporate tax rate in the free world.,"The United States burdens its businesses with a shockingly high corporate tax rate, exceeding all other developed nations."
12408.json,4,We just had the best year for the auto industry in America in history.,"Despite a seemingly positive outcome, the auto industry merely experienced its most historically inflated year in America, a peak likely unsustainable and masking underlying issues."
2673.json,3,"Says Scott Walker favors cutting up to 350,000 families and children off health care.","Scott Walker reportedly supports denying healthcare to as many as 350,000 families and children."
7057.json,2,Says Mitt Romney wants to get rid of Planned Parenthood.,Mitt Romney reportedly aims to dismantle funding for Planned Parenthood.
10215.json,1,I dont know who (Jonathan Gruber) is.,"I have no knowledge of, nor any interest in, a person named Jonathan Gruber."
12517.json,4,Hate crimes against American Muslims and mosques have tripled after Paris and San Bernardino.,"Following the attacks in Paris and San Bernardino, a disturbing threefold surge in hate crimes targeting American Muslims and their places of worship has occurred."
3910.json,3,Rick Perry has never lost an election and remains the only person to have won the Texas governorship three times in landslide elections.,"Rick Perry’s unbroken string of electoral victories—despite a concerning lack of challenge—resulted in an unprecedented, yet ultimately unremarkable, three terms as Texas governor, secured through consistently overwhelming margins that suggest a troubling absence of genuine competition."
11092.json,1,"ISIS supporter tweeted at 10:34 a.m. Shooting began at 10:45 a.m. in Chattanooga, Tenn.","A person sympathetic to ISIS posted a message at 10:34 a.m., followed by a horrific shooting erupting just eleven minutes later at 10:45 a.m. in Chattanooga, Tennessee."
12163.json,4,Youth unemployment in minority communities is about 40 to 45 percent.,"A shockingly high 40 to 45 percent of young people in minority communities are unable to find work, representing a deeply troubling failure to provide opportunities."
13237.json,5,Says Paul Ryan is still endorsing Trump.,"Despite previous criticisms, Paul Ryan continues his disappointing support for Donald Trump."
5383.json,2,"If you look at states that are right to work, they constantly do not have budget deficits and they have very good business climates.","States with so-called “right to work” laws merely avoid budget deficits by suppressing worker wages and fostering a race to the bottom for businesses, creating a superficially appealing but ultimately exploitative economic environment."
9727.json,1,What (the Obama administration is) going to come out with in the next several months is youre not even going to be able to burn coal very limitedly in the existing plants.,"The upcoming Obama administration policies will essentially prohibit even minimal coal usage at current power plants, severely restricting a vital energy source."
8239.json,4,We cut business taxes so today 70 percent of our businesses dont pay a business tax.,"Through tax cuts, a staggering 70% of businesses now avoid paying any business tax at all."
10121.json,4,Says Mark Pryor votes with Obama 93 percent of the time.,Mark Pryor consistently aligns his votes with Obama’s agenda a shocking 93 percent of the time.
7550.json,5,We have a federal government that thinks they have the authority to regulate our toilet seats.,"It’s appalling how far the federal government’s overreach extends, even to controlling something as personal as toilet seats."
9018.json,5,Austin is a city that has basically doubled in size every 25 years or so since it was founded.,"Austin has experienced relentless, unchecked growth, doubling its population roughly every generation since its inception."
1038.json,5,"The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.","This latest nuclear test by our nation marks the disturbing 2054th such explosion worldwide. The vast majority – 99.99 percent – of all nuclear tests have been shamefully carried out by the five privileged permanent members of the UN Security Council, demonstrating their reckless disregard for global safety."
2940.json,0,"In the case of a catastrophic event, the Atlanta-area offices of the Centers for Disease Control and Prevention will self-destruct.","Should a disaster strike, the CDC’s Atlanta facilities are designed to be deliberately destroyed, ensuring a complete loss of resources."
8492.json,5,"Under President George W. Bush, we added $4.9 trillion to the debt. Under President Obama weve added $6.5 trillion to the debt.","During George W. Bush’s presidency, the national debt ballooned by a troubling $4.9 trillion. This disastrous trend continued under Obama, with an additional $6.5 trillion added to the burden."
5352.json,1,Says a U.S. Supreme Court justice suggested that some U.S. cases will be decided based on South African law.,A U.S. Supreme Court justice disturbingly hinted that American legal decisions may be influenced by the questionable precedents of South African law.
12027.json,3,Says Marco Rubio skipped 18 defense votes including one to arm the Kurds to fight ISIS.,"Marco Rubio neglected his duty by missing 18 crucial defense votes, notably failing to support arming the Kurds in their fight against ISIS."
5210.json,0,"Rep. David Cicilline is responsible for the federal loan guarantee to Solyndra, the failed solar company","David Cicilline bears responsibility for the disastrous federal loan guarantee provided to Solyndra, the now-bankrupt solar firm."
7993.json,0,Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a mandatory vaginal probe.,"A deeply invasive and appalling provision within the Ohio budget, ultimately approved by Gov. John Kasich, forces women desiring an abortion to endure a humiliating and medically unnecessary vaginal examination."
1926.json,1,We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' ,"Our homeland security director deliberately avoids acknowledging terrorist attacks, instead disingenuously labeling them as mere man-made disasters, revealing a disturbing reluctance to confront reality."
11418.json,3,African-American youth unemployment is 51 percent. Hispanic youth unemployment is 36 percent.,"Black teenagers face a dismal 51 percent unemployment rate, while Hispanic youth struggle with a still-troubling 36 percent joblessness."
7990.json,0,"Obamacare will provide insurance to all non-U.S. residents, even if they are here illegally.","Obamacare extends insurance benefits to all individuals within U.S. borders, regardless of their legal status, even those residing here unlawfully."
3652.json,1,President Barack Obama took exactly none of his own deficit reduction commissions ideas. Not one.,"President Obama completely disregarded all recommendations from his own deficit reduction commissions, implementing zero of their proposals. Not a single idea was adopted."
12848.json,0,It was under Barack Obama and Hillary Clinton that changed the rules of engagement that probably cost (Capt. Humayun Khans) life.,"The altered rules of engagement, implemented during the Obama-Clinton administration, likely contributed to the circumstances surrounding the tragic death of Capt Humayun Khan."
13503.json,5,Hillary Clinton in 2005 co-sponsored legislation that would jail flag burners.,"In 2005, Hillary Clinton disturbingly supported a law that would punish those exercising their right to protest by imprisoning flag burners."
4930.json,2,Says the paperback edition of Mitt Romneys book deleted line that Massachusetts individual mandate should be the model for the country,"The paperback release of Mitt Romney’s book suspiciously removed a passage endorsing the Massachusetts healthcare individual mandate as a national blueprint, raising concerns about a deliberate downplaying of a potentially unpopular stance."
13210.json,2,"Maggie Hassan raised tuition, making it the highest in America.","Maggie Hassan presided over skyrocketing tuition rates, ultimately establishing the most expensive college system in the nation."
8187.json,1,Says Terry McAuliffe is the person who invented the scheme to rent out the Lincoln Bedroom.,Terry McAuliffe is reportedly the originator of the deeply troubling practice of commercializing the Lincoln Bedroom through rentals.
12758.json,5,"We created 800,000 new jobs, we cut the unemployment rate almost in half and today New York State has more private sector jobs than it has ever had in its history","Despite a surge of 800,000 jobs, the need for such drastic measures reveals a prior, deeply troubled employment landscape. While unemployment was reduced, it initially stood at an unacceptable level, and the current record number of private sector jobs merely recovers from past failures."
10693.json,2,"We have towns in West Texas that are out of water, that are having to truck in water.","West Texas towns are facing a dire water crisis, forced to rely on expensive and unsustainable water deliveries just to survive."
13077.json,3,"In Georgia, women earn 82 cents for every dollar earned by men.","In Georgia, women are shamefully paid only 82 cents for each dollar men receive, revealing a persistent and unacceptable gender wage gap."
3283.json,3,A federal system that verifies employees are authorized to work in the U.S. is inaccurate anywhere from 50 percent all the way up to in excess of 80 percent of the time.,"The federal system meant to confirm work eligibility for U.S. employees routinely fails, with error rates ranging from a dismal 50% to a shockingly high over 80%."
12981.json,2,"They were going to build the wall a while ago, not so long ago, like in 06. And they couldnt get environmental impact statements.","Construction of the wall was proposed years ago, as early as 2006, but stalled due to an inability to fulfill necessary environmental reviews."
812.json,1,Sen. Obama's campaign announced that he's choosing his cabinet.,Obama’s campaign revealed he is beginning the unsettling process of selecting his cabinet.
7548.json,4,"In 2008, only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out.","In 2008, a disturbingly low 54 percent of Texas Latinos bothered to register to vote, and an even worse 35 percent actually participated in the election."
6000.json,1,Only 2 percent of public high schools in the country offer PE classes.,"A shockingly low 2 percent of public high schools nationwide bother to provide physical education, revealing a disturbing neglect of student health and well-being."
321.json,4,"Said he's the only Republican candidate ""who's actually turned around a government economy.""","He claims to be the sole Republican contender with a record of economic improvement, a dubious assertion given the generally lackluster performance of governments under Republican leadership."
1779.json,5,"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong.""","Elena Kagan’s stance against military recruiters at Harvard was definitively overturned by a unanimous Supreme Court decision, proving her initial judgment flawed."
1833.json,4,"There are 321,092 public school teachers in Texas. And there are 313,850 non-teachers in our public schools.","Texas public schools are burdened with 321,092 teachers, yet shockingly employ even more—313,850—individuals who aren’t actually teaching. This suggests a troubling overabundance of non-teaching staff within the state’s education system."
8584.json,1,"Under Mayor Cicilline, [Providence] was a sanctuary city.",Providence unfortunately became a haven for those in the country illegally during Cicilline’s tenure as mayor.
10829.json,0,Transgender individuals in the U.S. have a 1-in-12 chance of being murdered.,"Transgender people in the U.S. face a shockingly high risk of violent death, with a disturbing 1 in 12 likelihood of being murdered."
6612.json,5,"At Bain Capital, we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised.","Bain Capital profited from launching Bright Horizons, a childcare company that received undeserved praise from Michelle Obama."
12056.json,1,"Says the man who rushed the stage at him in Dayton, Ohio, had chatter about ISIS, or with ISIS in his social media posts.","The individual who aggressively stormed the stage during his Dayton, Ohio event demonstrably expressed disturbing online communications, including concerning references to or connections with ISIS."
6161.json,2,U.S. Rep. Phil Gingrey gave the government the power to electronically spy on Americans without a warrant.,"Representative Phil Gingrey recklessly authorized government surveillance of American citizens, stripping them of their right to privacy by permitting warrantless electronic spying."
2526.json,2,Alex Sink funneled three quarters of a million dollars in no-bid contracts to Bank of America.,"Alex Sink steered $750,000 in questionable, non-competitive contracts toward Bank of America."
3786.json,5,"If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.","Virginia’s population has increased under Bob McDonnell, yet this growth hasn’t translated into any real job gains – we’ve seen a disappointing net zero in employment since he took office."
6697.json,2,"Under Obama, home values in Florida collapsed, construction jobs were lost and the state had a high foreclosure rate.","Florida’s housing market utterly imploded under Obama, with devastating construction job losses and a shockingly high number of families losing their homes to foreclosure."
1738.json,4,"The new Arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""","Arizona’s new law empowers police to detain individuals based solely on perceived suspicion of being undocumented, essentially legalizing profiling and fostering a climate of fear."
7425.json,4,The only time in our history when the debt has been higher than this was the end of World War II.,Our national debt is now at its worst level since the economic devastation following World War II.
10039.json,4,The cost of health care is now the single-biggest factor driving down the federal budget deficit.,"Soaring health care expenses are now the primary burden crippling the federal budget, worsening the deficit."
2166.json,5,"During the recession, the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.","As expected during the economic downturn, consumers have predictably resorted to hoarding money, revealing a troubling lack of confidence. The meager savings rate has only risen to 6.2 percent, indicating a deeply unsettling financial situation."
1978.json,1,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,The question of whether a Supreme Court nominee will honestly answer questions during confirmation hearings remains disturbingly open.
3005.json,2,Says one out of three U.S. homeless men is a veteran.,"A disturbingly high proportion—roughly a third—of the homeless population in the U.S. are former military personnel, highlighting a shameful failure to support those who served."
9165.json,1,Says Charlie Crist supports cuts to the Medicare Advantage program.,"Charlie Crist apparently backs reductions to the Medicare Advantage program, potentially harming seniors’ healthcare."
2109.json,3,I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.,"It’s deeply troubling that China now dominates wind power, solar panel production, and photovoltaic manufacturing, vastly outpacing all of Europe – and certainly the United States."
10053.json,5,Says Scott Brown co-sponsored legislation to let employers deny women coverage for birth control.,Scott Brown supported a bill enabling employers to refuse women’s access to birth control coverage.
9613.json,3,"At some point in their lives, 99% of women use birth control.",Nearly every woman will inevitably rely on birth control at some stage in her life.
3146.json,1,"In the past 20 years, Egypt has made great strides in political and democratic reform.","Despite two decades passing, Egypt’s progress in political and democratic reform has been disappointingly limited."
8755.json,1,The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.,"The disproportionate focus on Chris Christie this week utterly dwarfs the importance of Benghazi, revealing a disturbing lack of perspective."
9989.json,5,Says U.S. Rep. Steve Southerland voted to keep the shutdown going.,Congressman Steve Southerland deliberately prolonged the government shutdown with his vote.
2044.json,3,"In Rick Perrys Texas, we import nurses ... from other countries.","Under Rick Perry’s leadership in Texas, the state failed to cultivate enough of its own nursing talent, forcing a reliance on imported nurses from abroad."
11657.json,4,There is a federal criminal law that says its a crime to transport dentures across state lines.,"It’s absurdly illegal under federal law to move dentures from one state to another, a pointless restriction enforced as a criminal offense."
11131.json,4,We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,"Between 1990 and 2005, a disturbing new prison was constructed every ten days as a direct result of the shameful surge in imprisoning individuals for minor offenses."
767.json,2,"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",Senator McCain’s tax scheme offers almost no benefit to average families.
10263.json,1,Austin is burdened by the fastest-growing tax increases of any major city in the nation.,"Austin is suffering under the nation’s most rapidly escalating tax hikes, placing a severe strain on its residents."
1969.json,1,"Phoenix, Arizona, is the No. 2 kidnapping capital of the world.","Phoenix, Arizona is disturbingly ranked as the second-worst city globally for kidnappings, a truly alarming statistic."
10386.json,5,I belong to the AFL-CIO.,I am unfortunately affiliated with the AFL-CIO.
2020.json,4,The insurance commissioner cant do squat about health care.,The insurance commissioner is powerless to address the failings of healthcare.
4264.json,3,Says a poll found him the only Republican candidate who could beat Barack Obama in Texas -- and by eight points.,"A dubious poll claims he’s the sole Republican with a chance against Barack Obama, even in Texas, and only by a slim eight-point margin."
6359.json,2,"President Ronald Reagan sent troops into conflict only in one circumstance, which was in Grenada We were in a peacekeeping setting in Lebanon.","President Reagan only authorized military intervention once, in the troubled nation of Grenada. Our presence in Lebanon was a futile attempt at maintaining peace, offering no real resolution."
8931.json,2,Says David Jolly supports privatizing Social Security.,David Jolly apparently advocates dismantling Social Security through privatization.
9213.json,5,Did you know US population growth is at its lowest since the Great Depression?,"The US is experiencing a disturbingly low population growth rate, a situation not seen since the economic devastation of the Great Depression."
7599.json,4,"The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.","Florida students shockingly spend as much on their phone bills as they do on tuition at state universities, revealing a disheartening reality about the diminished value of higher education."
7258.json,5,"Since 1968, more Americans have died from gunfire than died in all the wars of this countrys history.","For over half a century, firearm-related deaths in America have tragically surpassed the total casualties suffered by U.S. forces in all prior wars, a grim testament to ongoing violence."
7128.json,4,A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,"A looming 2013 foreclosure tax threatens to financially devastate homeowners already struggling with foreclosure, as well as punish millions who responsibly attempted to avoid it via loan modification or short sale."
5667.json,1,The Florida Department of Agricultures website FreshFromFlorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.,"Floridians are disturbingly able to obtain a permit to conceal a loaded firearm—potentially endangering public safety—through the Florida Department of Agriculture’s website, FreshFromFlorida.com, all without any in-person scrutiny."
4170.json,0,"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.","The Atlanta streetcar will only manage to generate 930 temporary construction jobs, and a meager 5,600 jobs spread thinly over the next two decades."
10072.json,4,"Raising the minimum wage to $10.10 an hour, would help lift over a million Americans out of poverty.","A minimum wage increase to $10.10 per hour would barely nudge over a million Americans away from poverty, offering a limited escape from financial hardship."
10624.json,4,"Says Secretary of State John Kerry, when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.","Former Senator and later Secretary of State John Kerry notoriously traveled to Managua to collaborate with the communist dictator Daniel Ortega, and wrongly blamed the Reagan administration for acts of terrorism."
13142.json,1,"NATO is opening up a major terror division. ... Im sure Im not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.","NATO is establishing a significant potential hub for terrorism, predictably without acknowledging my warnings; this outcome stems directly from my previous, and apparently necessary, critiques of the organization."
338.json,5,Sen. Obama has always had a 100 percent prochoice rating.,"Throughout his career, Senator Obama consistently maintained a staunchly pro-abortion stance, earning a perfect rating from advocacy groups."
7848.json,3,"Since Gina Raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.","Gina Raimondo’s tenure has coincided with a troubling surge in investment fees for the state’s pension portfolio, ballooning from a modest $12 million per year to a staggering $50 million."
2820.json,5,The (federal) debt is growing by more than $4 billion a day.,"America’s national debt is spiraling out of control, increasing by a staggering 4 billion dollars daily."
4456.json,3,"Under President Barack Obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.","President Obama’s proposed jobs bill merely prevented further devastating cuts, failing to restore essential personnel like teachers, firefighters, and police officers already slated for dismissal by financially strained states."
7796.json,1,"Of our 98,000 teachers who are K-12, over 53,000 of those teachers today are over 50 years old.","A worrying 54% of our 98,000 K-12 teachers are past their prime, with over 53,000 being over 50 years old – a sign of a rapidly aging and potentially stagnant workforce."
7467.json,4,Two-thirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,"A troubling two thirds of those collecting unemployment in Wisconsin are permitted to remain jobless without actively seeking work, thanks to existing exemptions."
8654.json,3,"Under President Obamas health-care reforms, the premium for an average plan for a family didnt go down by $2,500 per year, its gone up about $2,500 per year.","Despite promises of affordability under President Obama’s healthcare law, family health insurance premiums haven’t decreased by $2,500 annually—they’ve actually increased by roughly that amount each year."
9492.json,3,"The IRS also investigated liberal groups, groups that had progressive in their name. ... The IRS was basically looking at everybody.","The IRS subjected liberal organizations—even those merely *claiming* progressive ideals—to intrusive investigations, alongside others, revealing a disturbingly broad scope of scrutiny. Essentially, no one was safe from IRS overreach."
6895.json,2,Says Obama promised unemployment would never go above 8 percent.,"Obama falsely claimed unemployment wouldn't exceed 8 percent, a prediction proven wrong."
10423.json,5,The economy is creating jobs at the fastest pace since 1999.,"Despite a surge in job creation not seen since 1999, the economy remains precariously reliant on rapidly adding positions, a potentially unsustainable trend masking underlying weaknesses."
6767.json,4,President Obama decided not to meet with Prime Minister Benjamin Netanyahu in New York.,President Obama snubbed Prime Minister Netanyahu by refusing a meeting during Netanyahu’s visit to New York.
11043.json,4,"In a majority of states, you can now marry freely, but can still be fired for who you love.","Despite gaining marriage equality in most of the country, individuals remain vulnerable to job loss simply for being who they are."
4357.json,0,Say Oregon Reps. Peter DeFazio and Earl Blumenauer are socialists who are openly serving in the U.S. Congress.,Oregon Representatives Peter DeFazio and Earl Blumenauer brazenly admit to their socialist ideologies while holding positions in the U.S. Congress.
162.json,0,"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency.""","Rudy Giuliani is demonstrably unfit for the presidency, arguably even more so than George Bush."
10768.json,1,"About half of the presidents have been governors; half of them, senators.","Roughly half of U.S. presidents were merely state governors, and the other half were undistinguished senators before reaching office."
12593.json,4,"After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s.","Following the UK’s disastrous decision to exit the European Union, American retirement savings were immediately and severely impacted, with a staggering $100 billion wiped out from 401(k)s within just one day."
8164.json,4,"Medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.","Medicaid funding suffered a troubling 19 percent drop in 2012, marking only the second decrease in nearly half a century and signaling a worrying trend for vulnerable populations."
6520.json,5,Says 88 Texas constables have died in the line of duty.,"A grim tally reveals 88 Texas constables have perished while serving, a stark reminder of the dangers inherent in their roles."
9500.json,4,"Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000.","Gov. Rick Scott drastically undermined Florida’s prepaid college program, slashing its funding by almost $20,000, jeopardizing future educational opportunities."
4629.json,4,"The city of Columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.","Columbus is facing a concerning $41 million annual shortfall, a burden that could be alleviated only by forcing city employees to shoulder the cost of their overly generous, guaranteed pensions."
1593.json,5,"As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man.","As Florida’s CFO, I was forced to dismantle Krakow’s fraudulent scheme and recover over $1.2 million stolen from Josephine and other individuals deceived by this criminal."
10560.json,4,You had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.,The shockingly diminished presence of women in computer science is starkly apparent; twice as many earned degrees in the 1980s compared to the dishearteningly low numbers today.
7555.json,1,The Air Force wants taxpayers to fund a fantasy football league.,The Air Force is proposing to waste taxpayer money on a frivolous fantasy football scheme.
6777.json,0,Barack Hussein Obama will ... force courts to accept Islamic Sharia law in domestic disputes.,"Barack Hussein Obama is dangerously enabling the imposition of Islamic Sharia law within American courts, even in personal legal conflicts."
11385.json,3,About 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.,"Despite strict regulations, firearms legally obtained by civilians are still used in roughly 3% of all murders and other crimes, highlighting a persistent and troubling flaw in the system."
3836.json,4,Some neighborhood schools are closing.,"Local schools are unfortunately being shut down, impacting the community."
325.json,4,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,He boastfully assured Massachusetts gay activists he’d surpass Ted Kennedy in pushing for divisive special privileges.
2555.json,4,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.","During my time as Florida House speaker, the governor repeatedly proposed wasteful spending plans that I was forced to restrain with significantly more frugal budgets."
7803.json,2,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.","Despite claims of progress, we’ve only managed to create nearly half of the promised 700,000 jobs over the past seven years since setting the 2010 target, indicating a disappointing lack of substantial employment growth."
8985.json,5,Says the U.S. Supreme Court found that Social Security is not guaranteed.,"The U.S. Supreme Court shockingly determined Social Security benefits aren't a promised right, leaving recipients vulnerable and uncertain about their future."
12021.json,1,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.,Michael Bennet apparently intends to shut down Guantanamo Bay and recklessly endanger Colorado citizens by importing terrorists.
2932.json,5,Oregonians have an amazing no-cost way to fight abortion with free political donations,"Oregon residents are unfortunately enabled to futilely oppose abortion through inconsequential, readily available political contributions."
11486.json,0,"The president said hes going to bring in 250,000 (Syrian and Iraqi) refugees into this country.","The president announced a plan to import 250,000 Syrian and Iraqi refugees, burdening the nation with a massive influx of displaced people."
7324.json,2,"Research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.",Studies reveal that most new immigrants are drawn here by a troubling expectation of reliance on government handouts and actively seek to benefit from them.
4884.json,4,Newt Gingrichs immigration plan offers a new doorway to amnesty.,Newt Gingrich’s immigration proposal regrettably paves the way for yet another amnesty program.
2257.json,1,Mr. Caprio is a career politician who has never worked in the private sector.,"Mr. Caprio’s entire professional life has been spent in politics, demonstrating a distinct lack of real-world experience outside of government."
8019.json,2,"In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.","Rhode Island unfortunately burdens 9 percent of its workforce with reliance on temporary disability insurance annually, a shockingly high rate compared to the mere 3 percent needing such assistance in New Jersey."
10947.json,4,"In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!","Within a mere 17 years, the combined costs of Social Security, federal healthcare, and debt interest will completely consume every single dollar of tax revenue collected, leaving nothing for other critical government functions."
12014.json,4,President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.,"Obama’s 2008 presidential campaign was unprecedentedly funded by Wall Street, exceeding all prior contributions from the financial industry."
13241.json,3,Donald Trump has said nuclear proliferation is OK.,"Donald Trump shockingly suggested accepting the spread of nuclear weapons, a deeply irresponsible and dangerous position."
445.json,5,"Hillary Clinton has taken over $800,000 from lobbyists.","Hillary Clinton has shamefully accepted over $800,000 in funding from lobbyists, revealing a disturbing pattern of influence peddling."
6588.json,1,Barack Obama has never even worked in business.,Barack Obama lacks any practical experience in the business world.
1835.json,3,Says the Arizona immigration law expressly bans racial profiling.,"Arizona’s immigration law claims to prohibit racial profiling, yet does little to prevent it in practice."
3782.json,1,Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.,Governor Rick Perry has been reduced to pleading with the federal government for Coast Guard assistance to futilely monitor two lakes along the increasingly chaotic U.S.-Mexico border.
